 GRIDCODE,CVIDE,Fu,USs4ginMUNICIPIO (m2)
       29470 ,        1001 ,   0.00000000     ,   76514240.0    
       29471 ,        1001 ,   0.00000000     ,   76514240.0    
       29472 ,        1001 ,   0.00000000     ,   76514240.0    
       29473 ,        1001 ,   0.00000000     ,   76514240.0    
       29822 ,        1001 ,   0.00000000     ,   76514240.0    
       29823 ,        1001 ,   8.26431252E-03 ,   76514240.0    
       29824 ,        1001 ,   7.03112502E-03 ,   76514240.0    
       29825 ,        1001 ,   1.59788821E-02 ,   76514240.0    
       29826 ,        1001 ,   0.00000000     ,   76514240.0    
       29827 ,        1001 ,   0.00000000     ,   76514240.0    
       30175 ,        1001 ,   0.00000000     ,   76514240.0    
       30176 ,        1001 ,   7.14676874E-03 ,   76514240.0    
       30177 ,        1001 ,   0.00000000     ,   76514240.0    
       30178 ,        1001 ,  0.146129996     ,   76514240.0    
       30179 ,        1001 ,   9.94542497E-04 ,   76514240.0    
       30180 ,        1001 ,   0.00000000     ,   76514240.0    
       30181 ,        1001 ,   0.00000000     ,   76514240.0    
       30529 ,        1001 ,   0.00000000     ,   76514240.0    
       30530 ,        1001 ,   0.00000000     ,   76514240.0    
       30531 ,        1001 ,  0.728861690     ,   76514240.0    
       30532 ,        1001 ,   7.02766180E-02 ,   76514240.0    
       30533 ,        1001 ,   0.00000000     ,   76514240.0    
       30883 ,        1001 ,   0.00000000     ,   76514240.0    
       30884 ,        1001 ,   4.38955240E-03 ,   76514240.0    
       30885 ,        1001 ,   4.55832202E-03 ,   76514240.0    
       30886 ,        1001 ,   5.80751942E-03 ,   76514240.0    
       30887 ,        1001 ,   0.00000000     ,   76514240.0    
       31238 ,        1001 ,   0.00000000     ,   76514240.0    
       31239 ,        1001 ,   5.60639892E-04 ,   76514240.0    
       30887 ,        1002 ,   0.00000000     ,   4139517.25    
       30888 ,        1002 ,   0.00000000     ,   4139517.25    
       30889 ,        1002 ,   0.00000000     ,   4139517.25    
       31238 ,        1002 ,   0.00000000     ,   4139517.25    
       31239 ,        1002 ,   0.00000000     ,   4139517.25    
       31240 ,        1002 ,  0.326229900     ,   4139517.25    
       31241 ,        1002 ,  0.325000525     ,   4139517.25    
       31242 ,        1002 ,   0.00000000     ,   4139517.25    
       31591 ,        1002 ,   0.00000000     ,   4139517.25    
       31592 ,        1002 ,   0.00000000     ,   4139517.25    
       31593 ,        1002 ,   2.86722612E-02 ,   4139517.25    
       31594 ,        1002 ,   0.00000000     ,   4139517.25    
       31945 ,        1002 ,  0.155694246     ,   4139517.25    
       31946 ,        1002 ,  0.105154179     ,   4139517.25    
       32298 ,        1002 ,   0.00000000     ,   4139517.25    
       32299 ,        1002 ,   5.92489503E-02 ,   4139517.25    
       29819 ,        1003 ,   0.00000000     ,   3911009.25    
       29820 ,        1003 ,   0.00000000     ,   3911009.25    
       29821 ,        1003 ,   0.00000000     ,   3911009.25    
       29822 ,        1003 ,   0.00000000     ,   3911009.25    
       30171 ,        1003 ,   0.00000000     ,   3911009.25    
       30172 ,        1003 ,   0.00000000     ,   3911009.25    
       30173 ,        1003 ,  0.717322350     ,   3911009.25    
       30174 ,        1003 ,   0.00000000     ,   3911009.25    
       30175 ,        1003 ,   0.00000000     ,   3911009.25    
       30524 ,        1003 ,   0.00000000     ,   3911009.25    
       30525 ,        1003 ,   0.00000000     ,   3911009.25    
       30526 ,        1003 ,   7.47453468E-03 ,   3911009.25    
       30527 ,        1003 ,  0.159603730     ,   3911009.25    
       30528 ,        1003 ,   0.00000000     ,   3911009.25    
       30878 ,        1003 ,   0.00000000     ,   3911009.25    
       30879 ,        1003 ,  0.110435992     ,   3911009.25    
       30880 ,        1003 ,   5.16341673E-03 ,   3911009.25    
       30881 ,        1003 ,   0.00000000     ,   3911009.25    
       31231 ,        1003 ,   0.00000000     ,   3911009.25    
       31232 ,        1003 ,   0.00000000     ,   3911009.25    
       31233 ,        1003 ,   0.00000000     ,   3911009.25    
       31234 ,        1003 ,   0.00000000     ,   3911009.25    
       31585 ,        1003 ,   0.00000000     ,   3911009.25    
       31586 ,        1003 ,   0.00000000     ,   3911009.25    
       32295 ,        1004 ,   0.00000000     ,   1962675.88    
       32296 ,        1004 ,  0.537638605     ,   1962675.88    
       32297 ,        1004 ,   0.00000000     ,   1962675.88    
       32648 ,        1004 ,   0.00000000     ,   1962675.88    
       32649 ,        1004 ,  0.458601922     ,   1962675.88    
       32650 ,        1004 ,   3.75942467E-03 ,   1962675.88    
       33002 ,        1004 ,   0.00000000     ,   1962675.88    
       30175 ,        1005 ,   0.00000000     ,   4666491.50    
       30176 ,        1005 ,   0.00000000     ,   4666491.50    
       30528 ,        1005 ,   0.00000000     ,   4666491.50    
       30529 ,        1005 ,   0.00000000     ,   4666491.50    
       30530 ,        1005 ,   0.00000000     ,   4666491.50    
       30531 ,        1005 ,   9.13881304E-05 ,   4666491.50    
       30881 ,        1005 ,   0.00000000     ,   4666491.50    
       30882 ,        1005 ,   0.00000000     ,   4666491.50    
       30883 ,        1005 ,  0.484099776     ,   4666491.50    
       30884 ,        1005 ,  0.515064895     ,   4666491.50    
       31236 ,        1005 ,   0.00000000     ,   4666491.50    
       31237 ,        1005 ,   7.44001940E-04 ,   4666491.50    
       31236 ,        1006 ,   0.00000000     ,   2761700.50    
       31237 ,        1006 ,  0.166156739     ,   2761700.50    
       31238 ,        1006 ,   0.00000000     ,   2761700.50    
       31589 ,        1006 ,   0.00000000     ,   2761700.50    
       31590 ,        1006 ,  0.833843291     ,   2761700.50    
       31591 ,        1006 ,   0.00000000     ,   2761700.50    
       31943 ,        1006 ,   0.00000000     ,   2761700.50    
       31944 ,        1006 ,   0.00000000     ,   2761700.50    
       31589 ,        1007 ,   3.11534777E-02 ,   3157943.25    
       31590 ,        1007 ,  0.155437559     ,   3157943.25    
       31941 ,        1007 ,   0.00000000     ,   3157943.25    
       31942 ,        1007 ,   0.00000000     ,   3157943.25    
       31943 ,        1007 ,  0.732329011     ,   3157943.25    
       31944 ,        1007 ,   0.00000000     ,   3157943.25    
       32294 ,        1007 ,   0.00000000     ,   3157943.25    
       32295 ,        1007 ,   0.00000000     ,   3157943.25    
       32296 ,        1007 ,   0.00000000     ,   3157943.25    
       32297 ,        1007 ,   3.80867539E-04 ,   3157943.25    
       32647 ,        1007 ,   0.00000000     ,   3157943.25    
       32648 ,        1007 ,   0.00000000     ,   3157943.25    
       32649 ,        1007 ,   0.00000000     ,   3157943.25    
       32650 ,        1007 ,   8.06990862E-02 ,   3157943.25    
       30881 ,        1008 ,   0.00000000     ,   1580248.25    
       30882 ,        1008 ,   0.00000000     ,   1580248.25    
       30883 ,        1008 ,   0.00000000     ,   1580248.25    
       31233 ,        1008 ,   0.00000000     ,   1580248.25    
       31234 ,        1008 ,   0.00000000     ,   1580248.25    
       31235 ,        1008 ,   0.00000000     ,   1580248.25    
       31236 ,        1008 ,   0.00000000     ,   1580248.25    
       31585 ,        1008 ,   0.00000000     ,   1580248.25    
       31586 ,        1008 ,   0.00000000     ,   1580248.25    
       31587 ,        1008 ,   0.00000000     ,   1580248.25    
       31588 ,        1008 ,  0.278066605     ,   1580248.25    
       31589 ,        1008 ,  0.721933424     ,   1580248.25    
       31939 ,        1008 ,   0.00000000     ,   1580248.25    
       31940 ,        1008 ,   0.00000000     ,   1580248.25    
       31941 ,        1008 ,   0.00000000     ,   1580248.25    
       31942 ,        1008 ,   0.00000000     ,   1580248.25    
       32292 ,        1008 ,   0.00000000     ,   1580248.25    
       32293 ,        1008 ,   0.00000000     ,   1580248.25    
       32294 ,        1008 ,   0.00000000     ,   1580248.25    
       31591 ,        1009 ,   0.00000000     ,   1617871.12    
       31592 ,        1009 ,   0.00000000     ,   1617871.12    
       31943 ,        1009 ,   0.00000000     ,   1617871.12    
       31944 ,        1009 ,  0.648413062     ,   1617871.12    
       31945 ,        1009 ,  0.119772419     ,   1617871.12    
       32296 ,        1009 ,   0.00000000     ,   1617871.12    
       32297 ,        1009 ,  0.231814504     ,   1617871.12    
       32298 ,        1009 ,   0.00000000     ,   1617871.12    
       32650 ,        1009 ,   0.00000000     ,   1617871.12    
       32651 ,        1009 ,   0.00000000     ,   1617871.12    
       30179 ,        1010 ,   0.00000000     ,   2580631.00    
       30180 ,        1010 ,   0.00000000     ,   2580631.00    
       30181 ,        1010 ,   0.00000000     ,   2580631.00    
       30532 ,        1010 ,   0.00000000     ,   2580631.00    
       30533 ,        1010 ,   0.00000000     ,   2580631.00    
       30534 ,        1010 ,  0.225156531     ,   2580631.00    
       30535 ,        1010 ,  0.774843454     ,   2580631.00    
       30536 ,        1010 ,   0.00000000     ,   2580631.00    
       30886 ,        1010 ,   0.00000000     ,   2580631.00    
       30887 ,        1010 ,   0.00000000     ,   2580631.00    
       30888 ,        1010 ,   0.00000000     ,   2580631.00    
       30889 ,        1010 ,   0.00000000     ,   2580631.00    
       31239 ,        1010 ,   0.00000000     ,   2580631.00    
       31240 ,        1010 ,   0.00000000     ,   2580631.00    
       31241 ,        1010 ,   0.00000000     ,   2580631.00    
       30884 ,        1011 ,   8.92507434E-02 ,   3765339.50    
       30885 ,        1011 ,   0.00000000     ,   3765339.50    
       30886 ,        1011 ,   0.00000000     ,   3765339.50    
       31237 ,        1011 ,  0.706813157     ,   3765339.50    
       31238 ,        1011 ,  0.158333480     ,   3765339.50    
       31239 ,        1011 ,   4.56026159E-02 ,   3765339.50    
       31592 ,        1011 ,   0.00000000     ,   3765339.50    
       58300 ,        2001 ,   0.00000000     ,   87681408.0    
       58301 ,        2001 ,   0.00000000     ,   87681408.0    
       58302 ,        2001 ,   0.00000000     ,   87681408.0    
       58303 ,        2001 ,   0.00000000     ,   87681408.0    
       58304 ,        2001 ,   0.00000000     ,   87681408.0    
       58642 ,        2001 ,   0.00000000     ,   87681408.0    
       58643 ,        2001 ,   0.00000000     ,   87681408.0    
       58644 ,        2001 ,   0.00000000     ,   87681408.0    
       58645 ,        2001 ,   0.00000000     ,   87681408.0    
       58646 ,        2001 ,   0.00000000     ,   87681408.0    
       58647 ,        2001 ,   0.00000000     ,   87681408.0    
       58648 ,        2001 ,   0.00000000     ,   87681408.0    
       58649 ,        2001 ,   0.00000000     ,   87681408.0    
       58650 ,        2001 ,   0.00000000     ,   87681408.0    
       58651 ,        2001 ,   0.00000000     ,   87681408.0    
       58652 ,        2001 ,   0.00000000     ,   87681408.0    
       58653 ,        2001 ,   0.00000000     ,   87681408.0    
       58654 ,        2001 ,   0.00000000     ,   87681408.0    
       58655 ,        2001 ,   0.00000000     ,   87681408.0    
       58656 ,        2001 ,   0.00000000     ,   87681408.0    
       58657 ,        2001 ,   0.00000000     ,   87681408.0    
       58995 ,        2001 ,   0.00000000     ,   87681408.0    
       58996 ,        2001 ,   0.00000000     ,   87681408.0    
       58997 ,        2001 ,   0.00000000     ,   87681408.0    
       58998 ,        2001 ,   0.00000000     ,   87681408.0    
       58999 ,        2001 ,   0.00000000     ,   87681408.0    
       59000 ,        2001 ,   0.00000000     ,   87681408.0    
       59001 ,        2001 ,   0.00000000     ,   87681408.0    
       59002 ,        2001 ,   0.00000000     ,   87681408.0    
       59003 ,        2001 ,   0.00000000     ,   87681408.0    
       59004 ,        2001 ,   0.00000000     ,   87681408.0    
       59005 ,        2001 ,   0.00000000     ,   87681408.0    
       59006 ,        2001 ,   0.00000000     ,   87681408.0    
       59007 ,        2001 ,   0.00000000     ,   87681408.0    
       59008 ,        2001 ,   0.00000000     ,   87681408.0    
       59009 ,        2001 ,   0.00000000     ,   87681408.0    
       59010 ,        2001 ,   0.00000000     ,   87681408.0    
       59335 ,        2001 ,   0.00000000     ,   87681408.0    
       59336 ,        2001 ,   0.00000000     ,   87681408.0    
       59337 ,        2001 ,   0.00000000     ,   87681408.0    
       59348 ,        2001 ,   0.00000000     ,   87681408.0    
       59349 ,        2001 ,   0.00000000     ,   87681408.0    
       59350 ,        2001 ,   0.00000000     ,   87681408.0    
       59351 ,        2001 ,   0.00000000     ,   87681408.0    
       59352 ,        2001 ,   0.00000000     ,   87681408.0    
       59353 ,        2001 ,   0.00000000     ,   87681408.0    
       59354 ,        2001 ,   0.00000000     ,   87681408.0    
       59355 ,        2001 ,   0.00000000     ,   87681408.0    
       59356 ,        2001 ,   0.00000000     ,   87681408.0    
       59357 ,        2001 ,   0.00000000     ,   87681408.0    
       59358 ,        2001 ,   0.00000000     ,   87681408.0    
       59359 ,        2001 ,   0.00000000     ,   87681408.0    
       59360 ,        2001 ,   0.00000000     ,   87681408.0    
       59361 ,        2001 ,   0.00000000     ,   87681408.0    
       59362 ,        2001 ,   0.00000000     ,   87681408.0    
       59363 ,        2001 ,   0.00000000     ,   87681408.0    
       59688 ,        2001 ,   0.00000000     ,   87681408.0    
       59689 ,        2001 ,   0.00000000     ,   87681408.0    
       59690 ,        2001 ,   0.00000000     ,   87681408.0    
       59702 ,        2001 ,   0.00000000     ,   87681408.0    
       59703 ,        2001 ,   0.00000000     ,   87681408.0    
       59704 ,        2001 ,   0.00000000     ,   87681408.0    
       59705 ,        2001 ,   0.00000000     ,   87681408.0    
       59706 ,        2001 ,   0.00000000     ,   87681408.0    
       59707 ,        2001 ,   0.00000000     ,   87681408.0    
       59708 ,        2001 ,   0.00000000     ,   87681408.0    
       59709 ,        2001 ,   0.00000000     ,   87681408.0    
       59710 ,        2001 ,   0.00000000     ,   87681408.0    
       59711 ,        2001 ,   0.00000000     ,   87681408.0    
       59712 ,        2001 ,   0.00000000     ,   87681408.0    
       59713 ,        2001 ,   0.00000000     ,   87681408.0    
       59714 ,        2001 ,   0.00000000     ,   87681408.0    
       59715 ,        2001 ,   0.00000000     ,   87681408.0    
       60042 ,        2001 ,   0.00000000     ,   87681408.0    
       60043 ,        2001 ,   0.00000000     ,   87681408.0    
       60055 ,        2001 ,   0.00000000     ,   87681408.0    
       60056 ,        2001 ,   7.79780606E-03 ,   87681408.0    
       60057 ,        2001 ,   0.00000000     ,   87681408.0    
       60058 ,        2001 ,   0.00000000     ,   87681408.0    
       60059 ,        2001 ,   0.00000000     ,   87681408.0    
       60060 ,        2001 ,   0.00000000     ,   87681408.0    
       60061 ,        2001 ,   0.00000000     ,   87681408.0    
       60062 ,        2001 ,   0.00000000     ,   87681408.0    
       60063 ,        2001 ,   0.00000000     ,   87681408.0    
       60064 ,        2001 ,   0.00000000     ,   87681408.0    
       60065 ,        2001 ,   0.00000000     ,   87681408.0    
       60066 ,        2001 ,   0.00000000     ,   87681408.0    
       60067 ,        2001 ,   0.00000000     ,   87681408.0    
       60068 ,        2001 ,   0.00000000     ,   87681408.0    
       60069 ,        2001 ,   0.00000000     ,   87681408.0    
       60071 ,        2001 ,   0.00000000     ,   87681408.0    
       60392 ,        2001 ,   0.00000000     ,   87681408.0    
       60395 ,        2001 ,   0.00000000     ,   87681408.0    
       60396 ,        2001 ,   0.00000000     ,   87681408.0    
       60408 ,        2001 ,   0.00000000     ,   87681408.0    
       60409 ,        2001 ,   0.00000000     ,   87681408.0    
       60410 ,        2001 ,   0.00000000     ,   87681408.0    
       60411 ,        2001 ,   0.00000000     ,   87681408.0    
       60412 ,        2001 ,   0.00000000     ,   87681408.0    
       60413 ,        2001 ,   0.00000000     ,   87681408.0    
       60414 ,        2001 ,   0.00000000     ,   87681408.0    
       60415 ,        2001 ,   0.00000000     ,   87681408.0    
       60416 ,        2001 ,   0.00000000     ,   87681408.0    
       60417 ,        2001 ,   0.00000000     ,   87681408.0    
       60418 ,        2001 ,   0.00000000     ,   87681408.0    
       60419 ,        2001 ,   0.00000000     ,   87681408.0    
       60420 ,        2001 ,   0.00000000     ,   87681408.0    
       60421 ,        2001 ,   0.00000000     ,   87681408.0    
       60422 ,        2001 ,   0.00000000     ,   87681408.0    
       60745 ,        2001 ,   0.00000000     ,   87681408.0    
       60749 ,        2001 ,   0.00000000     ,   87681408.0    
       60761 ,        2001 ,   0.00000000     ,   87681408.0    
       60762 ,        2001 ,   0.00000000     ,   87681408.0    
       60763 ,        2001 ,   0.00000000     ,   87681408.0    
       60764 ,        2001 ,   0.00000000     ,   87681408.0    
       60765 ,        2001 ,   0.00000000     ,   87681408.0    
       60766 ,        2001 ,   0.00000000     ,   87681408.0    
       60767 ,        2001 ,   0.00000000     ,   87681408.0    
       60768 ,        2001 ,   0.00000000     ,   87681408.0    
       60769 ,        2001 ,   0.00000000     ,   87681408.0    
       60770 ,        2001 ,   0.00000000     ,   87681408.0    
       60771 ,        2001 ,   0.00000000     ,   87681408.0    
       60772 ,        2001 ,   0.00000000     ,   87681408.0    
       61114 ,        2001 ,   0.00000000     ,   87681408.0    
       61115 ,        2001 ,   0.00000000     ,   87681408.0    
       61116 ,        2001 ,   0.00000000     ,   87681408.0    
       61117 ,        2001 ,   0.00000000     ,   87681408.0    
       61118 ,        2001 ,   0.00000000     ,   87681408.0    
       61119 ,        2001 ,   0.00000000     ,   87681408.0    
       61120 ,        2001 ,   0.00000000     ,   87681408.0    
       61121 ,        2001 ,   0.00000000     ,   87681408.0    
       61122 ,        2001 ,   0.00000000     ,   87681408.0    
       61123 ,        2001 ,   0.00000000     ,   87681408.0    
       61124 ,        2001 ,   0.00000000     ,   87681408.0    
       61125 ,        2001 ,   0.00000000     ,   87681408.0    
       61466 ,        2001 ,   0.00000000     ,   87681408.0    
       61467 ,        2001 ,   0.00000000     ,   87681408.0    
       61468 ,        2001 ,   0.00000000     ,   87681408.0    
       61469 ,        2001 ,   0.00000000     ,   87681408.0    
       61470 ,        2001 ,   0.00000000     ,   87681408.0    
       61471 ,        2001 ,   0.00000000     ,   87681408.0    
       61472 ,        2001 ,   0.00000000     ,   87681408.0    
       61473 ,        2001 ,   0.00000000     ,   87681408.0    
       61474 ,        2001 ,   0.00000000     ,   87681408.0    
       61475 ,        2001 ,   0.00000000     ,   87681408.0    
       61476 ,        2001 ,   0.00000000     ,   87681408.0    
       61477 ,        2001 ,   0.00000000     ,   87681408.0    
       61478 ,        2001 ,   0.00000000     ,   87681408.0    
       61480 ,        2001 ,   0.00000000     ,   87681408.0    
       61818 ,        2001 ,   0.00000000     ,   87681408.0    
       61819 ,        2001 ,   0.00000000     ,   87681408.0    
       61820 ,        2001 ,   0.00000000     ,   87681408.0    
       61821 ,        2001 ,   0.00000000     ,   87681408.0    
       61822 ,        2001 ,   0.00000000     ,   87681408.0    
       61823 ,        2001 ,   0.00000000     ,   87681408.0    
       61824 ,        2001 ,   0.00000000     ,   87681408.0    
       61825 ,        2001 ,   0.00000000     ,   87681408.0    
       61826 ,        2001 ,   0.00000000     ,   87681408.0    
       61827 ,        2001 ,   0.00000000     ,   87681408.0    
       61828 ,        2001 ,   0.00000000     ,   87681408.0    
       61829 ,        2001 ,   0.00000000     ,   87681408.0    
       61830 ,        2001 ,   0.00000000     ,   87681408.0    
       62170 ,        2001 ,   0.00000000     ,   87681408.0    
       62171 ,        2001 ,   0.00000000     ,   87681408.0    
       62172 ,        2001 ,   0.00000000     ,   87681408.0    
       62173 ,        2001 ,   0.00000000     ,   87681408.0    
       62174 ,        2001 ,   0.00000000     ,   87681408.0    
       62175 ,        2001 ,   0.00000000     ,   87681408.0    
       62176 ,        2001 ,   0.00000000     ,   87681408.0    
       62177 ,        2001 ,   0.00000000     ,   87681408.0    
       62178 ,        2001 ,   0.00000000     ,   87681408.0    
       62179 ,        2001 ,   0.00000000     ,   87681408.0    
       62180 ,        2001 ,   0.00000000     ,   87681408.0    
       62181 ,        2001 ,   0.00000000     ,   87681408.0    
       62182 ,        2001 ,   0.00000000     ,   87681408.0    
       62183 ,        2001 ,   0.00000000     ,   87681408.0    
       62523 ,        2001 ,   0.00000000     ,   87681408.0    
       62524 ,        2001 ,   0.00000000     ,   87681408.0    
       62525 ,        2001 ,   0.00000000     ,   87681408.0    
       62526 ,        2001 ,   0.00000000     ,   87681408.0    
       62527 ,        2001 ,   0.00000000     ,   87681408.0    
       62528 ,        2001 ,   0.00000000     ,   87681408.0    
       62529 ,        2001 ,   0.00000000     ,   87681408.0    
       62530 ,        2001 ,   0.00000000     ,   87681408.0    
       62531 ,        2001 ,   0.00000000     ,   87681408.0    
       62532 ,        2001 ,   0.00000000     ,   87681408.0    
       62533 ,        2001 ,   0.00000000     ,   87681408.0    
       62534 ,        2001 ,   0.00000000     ,   87681408.0    
       62535 ,        2001 ,   0.00000000     ,   87681408.0    
       62875 ,        2001 ,   0.00000000     ,   87681408.0    
       62876 ,        2001 ,   0.00000000     ,   87681408.0    
       62877 ,        2001 ,   0.00000000     ,   87681408.0    
       62878 ,        2001 ,   0.00000000     ,   87681408.0    
       62879 ,        2001 ,   0.00000000     ,   87681408.0    
       62880 ,        2001 ,   0.00000000     ,   87681408.0    
       62881 ,        2001 ,   0.00000000     ,   87681408.0    
       62882 ,        2001 ,   0.00000000     ,   87681408.0    
       62883 ,        2001 ,   0.00000000     ,   87681408.0    
       62884 ,        2001 ,   0.00000000     ,   87681408.0    
       62885 ,        2001 ,   0.00000000     ,   87681408.0    
       62886 ,        2001 ,   0.00000000     ,   87681408.0    
       62887 ,        2001 ,   0.00000000     ,   87681408.0    
       62891 ,        2001 ,   0.00000000     ,   87681408.0    
       63227 ,        2001 ,   0.00000000     ,   87681408.0    
       63228 ,        2001 ,   0.00000000     ,   87681408.0    
       63229 ,        2001 ,   0.00000000     ,   87681408.0    
       63230 ,        2001 ,   0.00000000     ,   87681408.0    
       63231 ,        2001 ,   0.00000000     ,   87681408.0    
       63232 ,        2001 ,   0.00000000     ,   87681408.0    
       63233 ,        2001 ,   0.00000000     ,   87681408.0    
       63234 ,        2001 ,   0.00000000     ,   87681408.0    
       63235 ,        2001 ,   0.00000000     ,   87681408.0    
       63236 ,        2001 ,   0.00000000     ,   87681408.0    
       63237 ,        2001 ,   0.00000000     ,   87681408.0    
       63238 ,        2001 ,   0.00000000     ,   87681408.0    
       63239 ,        2001 ,   0.00000000     ,   87681408.0    
       63244 ,        2001 ,   0.00000000     ,   87681408.0    
       63579 ,        2001 ,   0.00000000     ,   87681408.0    
       63580 ,        2001 ,   0.00000000     ,   87681408.0    
       63581 ,        2001 ,   0.00000000     ,   87681408.0    
       63582 ,        2001 ,   0.00000000     ,   87681408.0    
       63583 ,        2001 ,   0.00000000     ,   87681408.0    
       63584 ,        2001 ,   0.00000000     ,   87681408.0    
       63585 ,        2001 ,   0.00000000     ,   87681408.0    
       63586 ,        2001 ,   0.00000000     ,   87681408.0    
       63587 ,        2001 ,   0.00000000     ,   87681408.0    
       63588 ,        2001 ,   0.00000000     ,   87681408.0    
       63589 ,        2001 ,   0.00000000     ,   87681408.0    
       63590 ,        2001 ,   0.00000000     ,   87681408.0    
       63591 ,        2001 ,   0.00000000     ,   87681408.0    
       63592 ,        2001 ,   0.00000000     ,   87681408.0    
       63932 ,        2001 ,   0.00000000     ,   87681408.0    
       63933 ,        2001 ,   0.00000000     ,   87681408.0    
       63934 ,        2001 ,   0.00000000     ,   87681408.0    
       63935 ,        2001 ,   0.00000000     ,   87681408.0    
       63936 ,        2001 ,   0.00000000     ,   87681408.0    
       63937 ,        2001 ,   0.00000000     ,   87681408.0    
       63938 ,        2001 ,   0.00000000     ,   87681408.0    
       63939 ,        2001 ,   0.00000000     ,   87681408.0    
       63940 ,        2001 ,   0.00000000     ,   87681408.0    
       63941 ,        2001 ,   0.00000000     ,   87681408.0    
       63942 ,        2001 ,   0.00000000     ,   87681408.0    
       63943 ,        2001 ,   0.00000000     ,   87681408.0    
       63944 ,        2001 ,   0.00000000     ,   87681408.0    
       64246 ,        2001 ,   0.00000000     ,   87681408.0    
       64247 ,        2001 ,   0.00000000     ,   87681408.0    
       64284 ,        2001 ,   0.00000000     ,   87681408.0    
       64285 ,        2001 ,   0.00000000     ,   87681408.0    
       64286 ,        2001 ,   0.00000000     ,   87681408.0    
       64287 ,        2001 ,   0.00000000     ,   87681408.0    
       64288 ,        2001 ,   0.00000000     ,   87681408.0    
       64289 ,        2001 ,   0.00000000     ,   87681408.0    
       64290 ,        2001 ,   0.00000000     ,   87681408.0    
       64291 ,        2001 ,   0.00000000     ,   87681408.0    
       64292 ,        2001 ,   0.00000000     ,   87681408.0    
       64293 ,        2001 ,   0.00000000     ,   87681408.0    
       64294 ,        2001 ,   0.00000000     ,   87681408.0    
       64295 ,        2001 ,   0.00000000     ,   87681408.0    
       64296 ,        2001 ,   0.00000000     ,   87681408.0    
       64297 ,        2001 ,   0.00000000     ,   87681408.0    
       64599 ,        2001 ,   0.00000000     ,   87681408.0    
       64600 ,        2001 ,   0.00000000     ,   87681408.0    
       64636 ,        2001 ,   0.00000000     ,   87681408.0    
       64637 ,        2001 ,   0.00000000     ,   87681408.0    
       64638 ,        2001 ,   0.00000000     ,   87681408.0    
       64639 ,        2001 ,   0.00000000     ,   87681408.0    
       64640 ,        2001 ,   0.00000000     ,   87681408.0    
       64641 ,        2001 ,   0.00000000     ,   87681408.0    
       64642 ,        2001 ,   0.00000000     ,   87681408.0    
       64643 ,        2001 ,   0.00000000     ,   87681408.0    
       64644 ,        2001 ,   0.00000000     ,   87681408.0    
       64645 ,        2001 ,   0.00000000     ,   87681408.0    
       64646 ,        2001 ,   0.00000000     ,   87681408.0    
       64647 ,        2001 ,   0.00000000     ,   87681408.0    
       64648 ,        2001 ,   0.00000000     ,   87681408.0    
       64649 ,        2001 ,   0.00000000     ,   87681408.0    
       64952 ,        2001 ,   0.00000000     ,   87681408.0    
       64953 ,        2001 ,   0.00000000     ,   87681408.0    
       64988 ,        2001 ,   0.00000000     ,   87681408.0    
       64989 ,        2001 ,   0.00000000     ,   87681408.0    
       64990 ,        2001 ,   0.00000000     ,   87681408.0    
       64991 ,        2001 ,   0.00000000     ,   87681408.0    
       64992 ,        2001 ,   0.00000000     ,   87681408.0    
       64993 ,        2001 ,   0.00000000     ,   87681408.0    
       64994 ,        2001 ,   0.00000000     ,   87681408.0    
       64995 ,        2001 ,   0.00000000     ,   87681408.0    
       64996 ,        2001 ,   0.00000000     ,   87681408.0    
       64997 ,        2001 ,   0.00000000     ,   87681408.0    
       64998 ,        2001 ,   0.00000000     ,   87681408.0    
       64999 ,        2001 ,   0.00000000     ,   87681408.0    
       65000 ,        2001 ,   0.00000000     ,   87681408.0    
       65001 ,        2001 ,   0.00000000     ,   87681408.0    
       65305 ,        2001 ,   0.00000000     ,   87681408.0    
       65306 ,        2001 ,   0.00000000     ,   87681408.0    
       65339 ,        2001 ,   0.00000000     ,   87681408.0    
       65340 ,        2001 ,   0.00000000     ,   87681408.0    
       65341 ,        2001 ,   0.00000000     ,   87681408.0    
       65342 ,        2001 ,   0.00000000     ,   87681408.0    
       65343 ,        2001 ,   0.00000000     ,   87681408.0    
       65344 ,        2001 ,   0.00000000     ,   87681408.0    
       65345 ,        2001 ,   0.00000000     ,   87681408.0    
       65346 ,        2001 ,   0.00000000     ,   87681408.0    
       65347 ,        2001 ,   0.00000000     ,   87681408.0    
       65348 ,        2001 ,   0.00000000     ,   87681408.0    
       65349 ,        2001 ,   0.00000000     ,   87681408.0    
       65350 ,        2001 ,   0.00000000     ,   87681408.0    
       65351 ,        2001 ,   0.00000000     ,   87681408.0    
       65352 ,        2001 ,   0.00000000     ,   87681408.0    
       65353 ,        2001 ,   0.00000000     ,   87681408.0    
       65357 ,        2001 ,   0.00000000     ,   87681408.0    
       65691 ,        2001 ,   0.00000000     ,   87681408.0    
       65692 ,        2001 ,   0.00000000     ,   87681408.0    
       65693 ,        2001 ,   0.00000000     ,   87681408.0    
       65694 ,        2001 ,   0.00000000     ,   87681408.0    
       65695 ,        2001 ,   0.00000000     ,   87681408.0    
       65696 ,        2001 ,   0.00000000     ,   87681408.0    
       65697 ,        2001 ,   0.00000000     ,   87681408.0    
       65698 ,        2001 ,   0.00000000     ,   87681408.0    
